ITEM_ID,VISIT_AREA_NM,X_COORD,Y_COORD
200,감악산풍력발전단지,127.9196161,35.59038488
201,감우재전승기념관,127.6469902,36.95067682
202,감은사지삼층석탑,129.4772149,35.74800084
202,감은사지삼층석탑,129.4772149,35.74800084
203,감지해변,129.0770012,35.06058851
204,감지해변산책로,129.0712916,35.06069699
205,감천문화마을,129.0094283,35.09630013
205,감천문화마을,129.0105924,35.0973904
205,감천문화마을,129.0094283,35.09630013
206,감천문화마을 안내소,129.0100255,35.09757711
207,감포공설시장,129.5020747,35.80416575
208,감포정,129.5121143,35.83655753
209,감포항남방파제등대,129.5076819,35.80365962
210,감포해수욕장,129.4996956,35.7955451
211,갑곶순교성지 50주년기념영성센터,126.5170201,37.7340214
212,갑문다리,127.1927118,36.9430053
213,갑사,127.1876411,36.36600145
214,갑천,127.3568649,36.35765487
214,갑천,127.3997649,36.37444666
215,갑천근린공원,127.3502494,36.35423195
215,갑천근린공원,127.3545304,36.35733739
216,갑천수상스포츠체험장,127.3920586,36.37192368
217,강경 대흥시장,127.0129531,36.15554436
218,강경교회,127.0184801,36.16279297
219,강경근대문화거리,127.017734,36.16145478
220,강경미내다리,127.0309816,36.15332047
221,강경발효젓갈축제,127.014621,36.16098027
222,강경산,127.0121543,36.1641528
223,강경산 소금문학관,127.0111574,36.1644548
224,강경상업고등학교,127.0226672,36.16090331
225,강경성지성당,127.0167014,36.16081778
226,강경수상레저,127.0086994,36.1582691
227,강경역사관(구 한일은행 강경지점),127.0151258,36.16211392
228,강경젓갈시장,127.0146432,36.16074595
229,강경침례교회 최초예배지,127.0119275,36.16402305
230,강남수상레져,127.0176756,37.52765118
231,강남역사거리,127.0276383,37.49795217
231,강남역사거리,127.0276383,37.49795217
232,강동공동체정원,127.1324625,37.55793107
233,강동몽돌해변,129.4407594,35.63047532
234,강릉 임해자연 휴양림 통일안보전시관 공원,128.9984356,37.7201651
235,강릉 중앙시장,128.8985663,37.7539833
236,강릉대도호부 관아,128.8919746,37.75258263
237,"강릉바우길, 가시연습지, 달빛 산책로",128.7564119,37.685398
238,강릉생태체험박물관 자연아놀자,128.9037258,37.78543343
239,강릉선교장,128.8851742,37.78664257
240,강릉솔향수목원,128.8614667,37.69780318
241,강릉올림픽뮤지엄,128.8970589,37.77932612
242,강릉월화거리,128.8974965,37.75590982
243,강릉월화거리&중앙시장,128.8959504,37.7573939
244,강릉임영관 객사,128.8917541,37.75318794
245,강릉임영관 삼문,128.8918641,37.752913
245,강릉임영관 삼문,128.8919106,37.75291877
246,강릉중앙시장,128.8986238,37.75402512
246,강릉중앙시장,128.8988408,37.75434953
247,강릉카페거리,128.9472416,37.7726536
248,강릉커피박물관,128.7845865,37.65225873
249,강릉커피축제,128.8970897,37.7791995
250,강릉항,128.9530415,37.77281071
250,강릉항,127.6968924,37.8842911
251,강릉향교,128.8952583,37.76352734
252,강문솟대다리,128.9167175,37.79776145
253,강문해변,128.9191753,37.79482074
253,강문해변,128.9191753,37.79482074
253,강문해변,127.7546262,37.89360211
254,강변공원,128.0905611,36.12871331
255,강변마을,128.3698458,36.98565698
256,강서한강공원,126.8131252,37.58837414
257,강원 정선군 정선읍 5일장길,128.6650208,37.3806459
258,강원FC 춘천사무국,127.6906066,37.85217383
259,강원나물밥 채원,127.7055319,38.1060932
260,강원네이처로드 6코스 헌화로드라이브길,129.0493314,37.65231069
261,강원대학교 춘천캠퍼스,127.7440388,37.86945255
262,강원도 삼척시 근덕면 장호리 1-18,129.3187255,37.2883762
263,강원도립화목원,127.7256886,37.92303172
264,강원랜드,128.8217284,37.21208397
265,강원종합박물관,129.0865007,37.35092723
266,강정고령보 인증센터,128.4626043,35.84193623
267,강정마을 생태축제 행사장,127.202822,37.29309464
268,강정보디아크광장,128.4650582,35.84116377
269,강정천,126.4894282,33.23266591
270,강정해오름노을길,126.4780348,33.22754787
270,강정해오름노을길,128.341829,37.00094467
271,강주연못,128.0949052,35.11330013
272,강진군 대구면 일대,126.7449548,34.31857053
273,강진마량항,126.8161602,34.45160766
274,강진만생태공원,126.7737305,34.61992371
275,강진만춤추는갈대축제,126.7739523,34.6201585
276,강진미술관,126.768699,34.64443693
277,강진천변생태호수공원,126.7520784,34.63929134
278,강천보 인증센터,127.6809492,37.2772861
279,강천사,127.0555351,35.39842452
280,강천산,127.0483809,35.40192473
281,강천산군립공원,127.0755169,35.41276995
282,강천섬 은행나무길,127.6942342,37.23433813
283,강천섬유원지,127.695992,37.23284652
283,강천섬유원지,127.695992,37.23284652
284,강천힐링스파,127.0854345,35.40437564
285,강청천,127.6617166,35.37723964
286,강촌랜드,127.634985,37.81128866
287,강촌레일파크 경강역,127.550961,37.8427438
288,강촌레일파크 김유정역,127.7120333,37.81597448
289,강촌레저클럽,127.6369702,37.80601642
290,강촌역 경춘선,127.6341516,37.8057217
291,강촌테마랜드,127.6347847,37.81441421
291,강촌테마랜드,127.6347847,37.81441421
292,강촌환경생태연못,127.6387648,37.80870053
293,강화 고인돌 일대,126.4343499,37.7743153
294,강화 중앙시장,126.4839068,37.74696481
295,강화고인돌,126.437611,37.7735881
296,강화고인돌공원,126.4373085,37.77349912
296,강화고인돌공원,126.4373085,37.77349912
297,강화고인돌유적,126.437611,37.7735881
298,강화공설운동장,126.4745483,37.74632883
299,강화광성보,126.5298093,37.66514005
299,강화광성보,126.5298093,37.66514005
300,강화기독교역사기념관,126.5165852,37.73757661
301,강화도,126.4485551,37.70918421
302,강화도 외포항젓갈수산시장,126.3784771,37.70080986
302,강화도 외포항젓갈수산시장,126.3784771,37.70080986
303,강화루지,126.498241,37.61377329
303,강화루지,126.498241,37.61377329
304,강화부근리고인돌,126.4373174,37.77352079
304,강화부근리고인돌,126.4373174,37.77352079
305,강화산성 남문,126.486933,37.74382106
305,강화산성 남문,126.486933,37.74382106
306,강화산성북문,126.4828898,37.75549423
306,강화산성북문,126.4828898,37.75549423
307,강화성당,126.485064,37.75059173
308,강화소창체험관,126.4851201,37.74576283
309,강화씨사이드리조트,126.498094,37.61711169
309,강화씨사이드리조트,126.498094,37.61711169
310,강화씨사이드리조트 루지,126.7062017,33.50520479
311,강화아시아드BMX경기장,126.4705632,37.75657111
312,강화역사박물관,126.4355457,37.77381594
312,강화역사박물관,126.4355457,37.77381594
313,강화자연사박물관,126.4346889,37.7745353
313,강화자연사박물관,126.4346889,37.7745353
314,강화전쟁박물관,126.5159949,37.73361446
315,강화풍물시장,126.4929016,37.74172784
315,강화풍물시장,126.4927278,37.7414806
315,강화풍물시장,126.4929016,37.74172784
316,강화행복 키즈카페,126.4867195,37.64253519
317,강화화개산모노레일,126.2860055,37.7862225
317,강화화개산모노레일,126.2914809,37.78336352
318,갖장이의작업실,126.6960732,33.31261934
319,개갑성지,126.5192582,33.25440583
320,개구리생태공원 에코센터,127.0070289,35.32544652
320,개구리생태공원 에코센터,126.7958051,33.55646939
321,개나리교,127.1111662,37.39858978
322,개나리어린이공원,126.5005483,37.25752133
323,개도 청석포,127.668175,34.560258
324,개도양조장,127.6652926,34.5739551
325,개똥이네농장,126.62336,33.49513522
326,개머리언덕,125.9708136,37.18642496
327,개미들마을숙박단지 노래하는베짱이,128.6866694,37.31780057
328,개미어린이공원,127.077827,37.62062752
329,개심사,126.5903672,36.74666793
330,개암사,126.6495371,35.66245651
331,개야강변유원지,127.6402536,37.69585886
332,개양오거리,128.1077667,35.159103
333,개오름,126.771856,33.42256836
333,개오름,126.771856,33.42256836
334,개울장,127.0088701,37.60879584
335,개월이오름,126.6127004,33.42663921
336,개천예술제,128.0792266,35.18959754
337,개태사,127.2292659,36.24100104
338,개평한옥마을,127.7673514,35.56577337
339,개화예술공원,126.6577646,36.3121449
340,개화예술공원 개화허브랜드,126.6581267,36.3138726
341,객사길,127.1444269,35.8199463
342,갤러리 그리브스,126.7321866,37.897116
343,갤러리 아트사이드,126.9729478,37.57826747
344,갤러리ERD 서울점,126.9909479,37.54107527
345,갤러리구조,127.057273,37.53836323
346,갤러리노리,126.2704368,33.33955792
347,갤러리라메르,126.9849422,37.57255731
348,갤러리한옥,127.156951,35.81198148
349,갤러리힐링카페,127.0766656,37.61919751
350,갯골생태공원 염전체험장,126.7797647,37.39211177
351,갯깍주상절리대,126.3976725,33.24150613
352,갯마을차차차 촬영지,129.5780198,36.0129116
353,갯마을해변,128.7780456,37.94955912
354,갯배st 속초청년몰,128.5921842,38.2021329
355,갯벌체험,128.774206,37.26733878
356,갯벌체험장,126.5756172,37.2884689
357,거가대교 홍보전시관,128.8067488,35.02361173
358,거금대교,127.1279844,34.49780842
359,거닐다봄,127.6592501,34.7670034
360,거례리수목공원,127.6886464,38.07439972
361,거리공원,126.8917061,37.49949875
362,거린사슴 전망대,126.4545632,33.3074571
362,거린사슴 전망대,126.4545632,33.3074571
363,거마산,126.7661359,37.46681939
364,거문도,127.3161684,34.02689707
365,거문도등대,127.3221862,34.00706146
366,거문오름,126.7147427,33.45692229
366,거문오름,126.718256,33.45483859
366,거문오름,126.7147427,33.45692229
366,거문오름,126.718256,33.45483859
367,거문오름 탐방안내소,126.7146687,33.45718358
368,거북바위,130.8576297,37.46003241
368,거북바위,130.8576297,37.46003241
368,거북바위,127.8085904,37.9857683
369,거북선대교,127.7488149,34.7348592
369,거북선대교,127.7488149,34.7348592
370,거북선마을,128.0406001,34.99850997
371,거북섬,126.6790857,37.32108522
372,거슨세미오름,126.7601311,33.4502293
372,거슨세미오름,126.7601311,33.4502293
373,거울공원,128.9158647,37.77810829
374,거제 옥포대첩기념공원 승전기념비,128.7141147,34.90203631
375,거제고현시장,128.6236525,34.88625911
375,거제고현시장,128.6236525,34.88625911
376,거제도 오션뷰카트체험장,128.6644471,34.79507426
377,거제도 포로수용소 유적공원 거제랜드,128.6234296,34.87698526
378,거제맹종죽테마공원,128.6505267,34.96767786
379,거제섬꽃축제,128.5815852,34.85195579
380,거제숲소리공원,128.6042231,34.85903171
380,거제숲소리공원,128.6042231,34.85903171
381,거제식물원 정글돔,128.5782292,34.85673294
381,거제식물원 정글돔,128.5782292,34.85673294
382,거제옥포대첩 기념공원,128.7144225,34.90210767
383,거제파노라마케이블카,128.6329856,34.78425881
383,거제파노라마케이블카,128.6329856,34.78425881
383,거제파노라마케이블카,128.6328921,34.7840806
384,거제해양스포츠,128.6936865,34.80573213
384,거제해양스포츠,128.6936865,34.80573213
385,거제현관아,128.5912213,34.85114148
386,거차뻘배체험장,127.4471006,34.83681826
387,거창Y자형출렁다리,128.0456144,35.73798938
388,거창감악산꽃&별여행,127.9199419,35.59012464
389,거창스포츠파크,127.9277963,35.69342331
390,거창의동마을 은행나무길,127.9271777,35.71565987
391,거창전통시장,127.9140016,35.68709757
392,거창창포원,127.9395911,35.65488476
393,거창한마당대축제,127.9289073,35.69386266
394,거창항노화힐링랜드,128.0408944,35.73629094
395,거친오름,126.6194858,33.44450029
396,건강과땀 수서점,127.1030852,37.48815072
397,건강과성박물관,126.346663,33.25489914
397,건강과성박물관,126.346663,33.25489914
398,건국대학교 서울캠퍼스,127.0773643,37.54351
399,건국대학교 일감호,127.0763996,37.54074276
400,건대로데오거리,127.0676866,37.54024712
401,건대맛의거리,127.0703618,37.54067803
402,건봉사,128.3795246,38.40302906
403,건어장해변,126.3294005,37.54045989
404,건지마을회관,127.9781438,37.01980631
405,건지산,127.1396607,35.85083623
406,건천편백숲내음길,129.0711757,35.83534332
407,걸리버여행기,126.9512406,33.49324205
407,걸리버여행기,126.9512406,33.49324205
408,걸매생태공원,126.5548506,33.24977773
408,걸매생태공원,126.5548506,33.24977773
409,걸서악,126.6197949,33.28231397
410,걸쇠오름,126.5036447,33.41396642
410,걸쇠오름,126.5036447,33.41396642
411,걸어가는늑대들 전이수갤러리,126.6724492,33.54260488
412,검단복지회관,126.666323,37.60046785
413,검단산,127.2519486,37.51981896
413,검단산,127.2519486,37.51981896
414,검룡소,128.9241968,37.22760034
415,검멀레동굴,126.966283,33.49642792
416,검멀레해변,126.9669025,33.49717101
416,검멀레해변,126.9669025,33.49717101
417,검멀레해변 당나귀체험,126.9669025,33.49717101
418,검세마을회관,128.8570706,35.40789494
419,검은여 쉼터,126.5818046,33.24381232
420,검은여백사장,126.3700434,34.79937981
421,것대산 활공장,127.537209,36.64541909
422,게내수변공원,127.1715677,37.55806272
423,게르마니아 힐링스파,127.4605045,37.55306008
424,격포방파제,126.4622166,35.62250253
425,격포수산물시장,126.471866,35.62759237
426,격포항,126.4700101,35.62043439
427,격포항 수산시장,126.4702461,35.62214154
428,격포해수욕장,126.4695627,35.63001931
429,격포해수욕장 및 채석강,126.467753,35.6264256
430,경강교 인증센터,127.5195102,37.82084239
431,경강역 (폐역),127.5506117,37.84282471
432,경기과천교육도서관,126.9966058,37.43232929
433,경기대학교 서울캠퍼스,126.9621227,37.56519646
434,경기도국민안전체험관,127.062829,37.17875579
434,경기도국민안전체험관,127.062829,37.17875579
435,경기도남한산성세계유산센터,127.1884177,37.47669636
436,경기도미술관,126.813958,37.32576667
436,경기도미술관,126.813958,37.32576667
437,경기도박물관,127.1086843,37.26808313
437,경기도박물관,127.1086843,37.26808313
438,경기도어린이박물관,127.1096652,37.267365
438,경기도어린이박물관,127.1096652,37.267365
439,경기도잣향기푸른숲,127.3328462,37.76951813
440,경기도청소년수련원 팔효정,126.6415692,37.2155263
441,경기미래교육 파주캠퍼스,126.6990508,37.78449859
442,경기북부어린이박물관,127.0643926,37.94476415
442,경기북부어린이박물관,127.0643926,37.94476415
443,경기시흥둘레길 53코스,126.73561,37.3909094
444,경기아트센터,127.0373595,37.2617982
445,경기아트센터 대극장,127.0375714,37.26158189
446,경기옛길 평해길 제4길 두물머리나루길,127.3352879,37.55163591
447,경기옛길 평해길 제6길 거무내길,127.5332498,37.46981473
448,경기의왕 레일파크,126.9507579,37.30943989
449,경기전,127.1497299,35.81538665
450,경기전 출입구,127.1497519,35.81531812
451,경기해양안전체험관,126.580957,37.28954512
452,경남 마산로봇랜드,128.587046,35.07712259
453,경남고성공룡세계엑스포,128.4008084,35.05819748
453,경남고성공룡세계엑스포,128.4008084,35.05819748
454,경남도립미술관,128.6908555,35.23946503
455,경남도민의집,128.6817781,35.23671846
456,경남문화예술회관 공연장,128.0917424,35.18727536
457,경남스타트업캠퍼스,128.6034198,35.25228199
458,경동성당,126.3809018,34.78523313
459,경동시장,127.0391364,37.57903714
459,경동시장,127.0387584,37.57928413
459,경동시장,127.0387584,37.57928413
460,경민호,128.8273748,37.90444992
461,경반계곡,127.4696891,37.83272068
462,경복궁,126.9768967,37.57760878
462,경복궁,126.9768967,37.57760878
462,경복궁,126.5266591,33.51390648
463,경복궁 생과방,126.9782636,37.57978044
464,경복궁돌담 청와대 사잇길,126.7967866,33.55485535
465,경북 영주 여우생태관찰원,128.5567584,36.91398304
466,경북궁,128.4118029,36.07356926
467,경북대학교,128.6121778,35.89063039
467,경북대학교,128.6147914,35.88605354
468,경산 감못 (경산명품대추홍보관),126.7958051,33.55646939
469,경산공설시장,128.7355716,35.82050586
470,경산동의한방촌,128.8001521,35.79936706
471,경산자연마당,128.7404971,35.82697772
472,경상감영공원,128.5922017,35.87214237
473,경상국립대학교 가좌캠퍼스,128.0988115,35.15406876
474,경상남도교육청 양산도서관,129.0205829,35.33672853
475,경상남도수목원,128.2946976,35.15962875
476,경상남도안전체험관,128.1144307,35.55422506
477,경상북도 산림환경연구원,129.2388099,35.81178335
478,경상북도 포항시 북구 청하면 해안로 2472,129.3747132,36.2083034
479,경상북도교육청 발명체험교육관,129.2119427,35.83431516
480,경상북도교육청 영주선비도서관,128.6059676,36.81970647
481,경상북도교육청과학원,129.3533262,36.04636313
482,경상북도독립운동기념관,128.8580869,36.53316676
483,경성의상실,126.6189547,37.47543569
484,경수갤러리,127.0149843,37.28398047
484,경수갤러리,127.0149843,37.28398047
485,경안시장,127.2570299,37.40885774
486,경안천습지생태공원,126.9405375,33.45913497
486,경안천습지생태공원,127.3031026,37.4574862
487,경암동철길,126.7295934,35.9807743
488,경암동철길마을,126.7349894,35.98131266
488,경암동철길마을,126.7349894,35.98131266
489,경은사,128.0456191,37.15078825
490,경의선 숲길,128.9488189,35.17027509
491,경의선숲길,126.9253385,37.55880348
491,경의선숲길,126.9253385,37.55880348
492,경의선숲길공원,126.9593071,37.53939454
492,경의선숲길공원,126.9593071,37.53939454
493,경의선책거리,126.9295286,37.55615352
493,경의선책거리,126.9295286,37.55615352
493,경의선책거리,126.9292978,37.5562364
494,경인아라뱃길,126.7449355,37.57379639
494,경인아라뱃길,126.7449355,37.57379639
495,경인아라뱃길매화동산,126.6878361,37.5707436
496,경인아라뱃길아라마리나 경기인디뮤직페스티벌,129.041346,35.1161765
497,경인항 김포,126.7888954,37.59722968
498,경주 교촌한옥마을,129.2148298,35.8295398
499,경주 명활성,129.2652849,35.84043566
500,경주 양남 주상절리,129.4745274,35.68637508
501,경주 역사유적월성지구 반월성,129.2248871,35.83226681
502,경주 주상절리 파도소리길,129.4742087,35.68642669
503,경주 황리단길,126.8422973,33.32239595
504,경주계림,129.2189162,35.83257548
504,경주계림,129.2189162,35.83257548
505,경주국립공원,129.0975858,35.79290964
505,경주국립공원,129.2281438,35.7863252
505,경주국립공원,129.2082704,35.7987048
